sort,book,chapter,verse,source,target
180359196,LUK,1,28,"He came to her and said, ""Greetings, you who are highly favored! The Lord is with you.""","Heija aliwaenene hagamba, ""Hamushura, iwe eyakwasile echisa  chiango ! Katonda yasemerelwa ahaliwe."""
180359197,LUK,1,29,"But she was very confused by his words, and she wondered what kind of greeting this could be.",Chonk ebhigambo  bya mwoyo bhikamta hizana tayamanyile nechiki Mwoyo yagambha echisuro echokutinisa aliwenene.
180359198,LUK,1,30,"The angel said to her, ""Do not be afraid, Mary, for you have found favor with God.","Mwoyo amuganbhira, “Hotatina, Mariamu, abhwokubha opasire echisa kuruga aliruanga."
180359199,LUK,1,31,"See, you will conceive in your womb and bear a son. You will call his name 'Jesus.'","Rebha, nojakwekorela Omwana.kandi nojakumweta ehibhara lyawenene “Yesu”"
180359200,LUK,1,32,He will be great and will be called the Son of the Most High. The Lord God will give him the throne of his ancestor David.,Najakubha muango najakwetwa omwana na walyahiguru mno. Mkama katonda alamua echitebhe chitawao echa Daudi tatawawenene.
180359201,LUK,1,33,"He will reign over the house of Jacob forever, and there will be no end to his kingdom.""",Najakubha ahiguru yoruzaro rwaa Yakobo heila nobhukama bwawenene tibhurigira nzindo.
180359202,LUK,1,34,"Mary said to the angel, ""How will this happen, since I have not known any man?""","Mariamu amughambira mwoyo , hechi nchija kwija omugeri het, obhwo   kubha tinkayambaga nomishaija wenawena?"
180359203,LUK,1,35,"The angel answered and said to her, ""The Holy Spirit will overshadow you, and the power of the Most High will overshadow you. So the holy one to be born will be called the Son of God.","mwoyo amusoborola amughambira, ‘’mwoyo alikwela najakwija  aiguru yawe, namani golinya alyomwiguru  mno ngajakwija haiguru yawe halyecho alikwela alizalwa.harabari omwana wa mkama."
180359204,LUK,1,36,"See, your relative Elizabeth has also conceived a son in her old age. This is the sixth month for her, she who was called barren.","Kandi rebha murumuna wawe, Elizabeti ehine enda oyo mwana amakiro gawenene hagaagobhugurusi. Hogu nomwezi gwa mkaga harabhari omwana wa mkama. kandi rebha murumuna wawe elizabeti ehine enda oyomwana amakilo gawenene aga obh0ugulusi hogu nomwezi gwamkaga haliwenene, heyabheire nayetwa atazara."
180359205,LUK,1,37,"For nothing will be impossible for God.""","harwacho halio echitakubasika ahali mkama,"
180359206,LUK,1,38,"Mary said, ""See, I am the female servant of the Lord. Let it be for me according to your message."" Then the angel left her.","mariam hagamba, lebha, nyawe ndyoho omkozi omwomkazi  ahalikatonda. Reka chibhe chityo ahalinye nkaa bhhwobhisobho rola byawe.”nangu  mwono amusiga."
180359207,LUK,1,39,"Then Mary arose in those days and quickly went into the hill country, to a city in Judea.","nangu ombhiro ebyo mariamu angenda bhwangu angenda omunsi yamabhanga, omuehigo omunsi eya yudea,"
180359208,LUK,1,40,She went into the house of Zechariah and greeted Elizabeth.,akagenda omunju eya zekariaamushura elizabeti;
180359209,LUK,1,41,"Now it happened that when Elizabeth heard Mary's greeting, the baby in her womb jumped, and Elizabeth was filled with the Holy Spirit.","mbwenu chityo elizabeti akaurila echisuroecha mariamu,omwana omwibhondo lyawenene aguruka, nangu Elizabeti ehijura mwoyo alikwera"
180359210,LUK,1,42,"She cried out with a loud shout and said, ""Blessed are you among women, and blessed is the fruit of your womb.","Angambhira haiguru agamba mno, “Wehine emigisha hiwe mno kuruga omubhakazi bhona, nangu nomwana alyo omwibhondo lyawe ehine emigisha"
180359211,LUK,1,43,Why has it happened to me that the mother of my Lord should come to me?,Chonka chita ahaliye kugira omuzaire ahali katonda wange chakubha chirichityo kugobha akwange?
180359212,LUK,1,44,"For see, when the sound of your greeting came to my ears, the baby in my womb jumped for joy.","obhwokubha rebha, abhunachiurile omumatu gange echigambo echokusura kwawe, omwana omwibhondo lyange akaguruka obhwo ebhera."
180359213,LUK,1,45,"Blessed is she who believed that there would be a fulfillment of the things that were told her from the Lord.""",Haine emigisha omukazi olinya eyabhaire eikirize arwecho chakwizile okumala okwebhintu bhirinya ebhiyagambhire kuruga ahali katonda.”
180359214,LUK,1,46,"Mary said, ""My soul praises the Lord,","Mariamu agamba, omutima gwange gusime katonda,"
180359215,LUK,1,47,and my spirit has rejoiced in God my Savior.,Nangu nomtima gwange gwasemererwa ahali Ruanga omulokozi wange.
180359216,LUK,1,48,"For he has looked at the low condition of his female servant. For see, from now on all generations will call me blessed.","Harwecho alebhire okuzoka kwahansi okwo omukozi wawenene omukazi. Rebha, kubhanza hati enzaro zona nibhanyeta owemigisha"
180359217,LUK,1,49,"For the Mighty One has done great things for me, and his name is holy.","Harwecho wenene akabasa akozile ebhintu bhiango aharinye, kandi ehibhara lyawenene nilyera."
180359218,LUK,1,50,His mercy lasts from generation to generation for those who fear him.,Echisa chawenene nichijakubhao kuluga aluzaro norundi oluzaro chonka habhaine  amakune ahaliwenene
180359219,LUK,1,51,He has displayed strength with his arm; he has scattered those who were proud about the thoughts of their hearts.,"Nanyereka amani kulaba amukono gwawenene, habhingire bhalinya abhabheire nbheleta abhwee bhitekelezo bhyemitima yabho."
180359220,LUK,1,52,He has thrown down princes from their thrones and he has raised up those of low condition.,Abhateire haansi abhana abhwomkama kuruga hatebhe zabho ezihira kandi habhataire ahiguru habhabheire mbazoka kubhaansi
180359221,LUK,1,53,"He has filled the hungry with good things, but the rich he has sent away empty-handed.","Akabhaingusa habhabheire bheine enjara habhintu ebhirungi, nangu abhabhire mbhebhasa hakababhinga ebhyera bhusa."
180359222,LUK,1,54,"He has given help to Israel his servant, so as to remember to show mercy",Abhaehire obhusaidizi Israeli abhakozi bhawenene Habase kwijuka kwereka echisha
180359223,LUK,1,55,"(as he said to our fathers) to Abraham and his descendants forever.""",(Nkokuyagambhire ahari tata bheitu)ahali Abrahamu aruzaro rwawenene ila neira”
180359224,LUK,1,56,Mary stayed with Elizabeth about three months and then returned to her house.,Mariamu akaikara owa Elizabet kwema emiezi esatu nikwa yagarukire omunju yawenene.
180359225,LUK,1,57,Now the time had come for Elizabeth to deliver her baby and she gave birth to a son.,Akanya kikagobhire Elizabeti kuzara omwana wawenene kandi akazara omwana omusigazi.
180359226,LUK,1,58,"Her neighbors and her relatives heard that the Lord had shown his great mercy to her, and they rejoiced with her.","Habhatani bhawenene kandi abhoruzaro rwawenene bhakaurila okwo kwookatonda akurize echisa aliwenene,bhasemererwa hamo na wenene."
180359227,LUK,1,59,"Now it happened on the eighth day that they came to circumcise the child. They would have called him ""Zechariah,"" after the name of his father.",Chikaija kuzoka achiro chamunana bhakagenda kumsiramura omwana. Chikabha chiseine kumweta chibhara rwawenene “Zekaria” okwo akwokwekomiya eibhara lyaa tatu wawenene.
180359228,LUK,1,60,"But his mother answered and said, ""No. He will be called John.""","Chonka mama yawenene abhaorola agamba, “chei najakwetwa  Yoahana”"
180359229,LUK,1,61,"They said to her, ""There is no one among your relatives who is called by this name.""","bhakamugambhira, talio  nomo ombbanyabhurale bhawe hakwetwa omwibhara heryo”"
180359230,LUK,1,62,They made signs to his father as to how he wanted him to be named.,Bhakakorela okurenga tataa hayetwohi.
180359231,LUK,1,63,"His father asked for a writing tablet and wrote, ""His name is John."" They all were astonished at this.","Tata wawenene ayenda orubhao orwokuandikao, aandika  “Eibhara rwawenene Yohana”Bhona bhakasabhezwa necho."
180359232,LUK,1,64,Immediately his mouth was opened and his tongue was freed. He spoke and praised God.,Kubhandiza hao omumwa gwawenene  gukomororwa orulimi rwawenene rukomoroke Agambha hasima mkama.
180359233,LUK,1,65,Fear came on all who lived around them. All these matters were spread throughout all the hill country of Judea.,Hokutina kwija alibhona habhatuire hei nabho. Hebhintu ebhi bhisambaa Omunsi yona eyamabhangaa Yudea.
180359234,LUK,1,66,"All who heard them stored them in their hearts, saying, ""What then will this child become?"" For the hand of the Lord was with him.","Bhona ebhibhaurile bhakabhibhika omutima ybho, bhagambha, “Omwana ogu kubha oegeriki? Obhwokubha omukono gwaha katonda gubhaire hamo nawenene."
180359235,LUK,1,67,"His father Zechariah was filled with the Holy Spirit and prophesied, saying,","Tataa wawenene zekaria haijura mwoyo halikwera habanza kutabiri, angamba,"
180359236,LUK,1,68,"""Praised be the Lord, the God of Israel, for he has come to help and he has accomplished redemption for his people.","“Asimwe katonda, mkama owabha Israel, obhusa kubha abhasize kukora okujunwa okwa abhantu bhwawenene."
180359237,LUK,1,69,He has raised up a horn of salvation for us in the house of his servant David,"Atwimuchize orubhaju orwo kujunwa omunju eyo mkozi wawenene Daudi, kuruga omuri Omuruganda rwaa omukozi wawenene Daudi,"
180359238,LUK,1,70,"(as he spoke by the mouth of his holy prophets from long ago),",Nkwo kuyambhire kurabhira amunwagwaa habaereza bhawenene habhabhe hire bhario akanya hakarabireo.
180359239,LUK,1,71,salvation from our enemies and from the hand of all who hate us.,Najakuturokora kuruga ombhatesi bheitu kandi kuruga omikono yabho bhona habhokutwanga.
180359240,LUK,1,72,"He will do this to show mercy to our fathers and to remember his holy covenant,","Najakukorati kwereka echisa ahali tataa bheitu, kwijuka endagano  yawenene elikwera,"
180359241,LUK,1,73,the oath that he swore to Abraham our father.,okuapa okwoyagambhire okwo Abrahamu tataa weitu.
180359242,LUK,1,74,"He swore to grant to us that we, having been delivered out of the hand of our enemies, would serve him without fear","Akahapa kewereka nguu chakubhasika kukorela wenene tutaine bhutini, obhutwa mazire kujunwa kuruga omhyera ebya habhatesi  bhaitu."
180359243,LUK,1,75,in holiness and righteousness before him all our days.,kuruga omukwera kandi nomumazima omumaiso gawenene ebhiro bheitu bhyona.
180359244,LUK,1,76,"Yes, and you, child, will be called a prophet of the Most High, for you will go before the face of the Lord to prepare his paths, to prepare people for his coming,","Nikwo, kandi hiwe mwana, nojakwetwa omueleza alyee haiguru mno, obhwokubha nojakugenda omumaisho omu bhuso bhwa katonda abhase kutekateka omuanda, kutao abhantu habhwensonga eyokwija kwawenene,"
180359245,LUK,1,77,to give knowledge of salvation to his people by the forgiveness of their sins.,"kumanyisa habhantu bhawenene chiti, mbhajakujunwa kurabha omuanda ogwokuganyirwa etambhara za bhonene."
180359246,LUK,1,78,"This will happen because of the tender mercy of our God, because of which the sunrise from on high will come to help us,","Hechi  nchijakwija habhwoo bhusasi bhwa mukana weitu, arwecho heizobha kuruga haiguru liratwizira,"
180359247,LUK,1,79,"to shine on those who sit in darkness and in the shadow of death. He will do this to guide our feet into the path of peace.""",Okumuri kirwa kwabhonene habhokwikara omumwirima kandi nabharikwikara mchibhunda echo rufu. Najakukorati kuteka amaguru geitwe omumuanda gwaa amazima.”
180359248,LUK,1,80,"Now the child grew and became strong in spirit, and he was in the wilderness until the day of his public appearance to Israel.",chityo orinya omwana akura babha namani omumwoyo haikara omwirungu omunzindo yakanya kokwezora kwa wenene omuri Israel.
180363265,LUK,2,1,"Now in those days, it came about that Caesar Augustus sent out a decree ordering that a census be taken of all the people living in the world.","Omkanya karinya, kukehija kithi kaisari Agusto hakatoo heiragiro nalenga nguu bhutwareesensa eyahabhantu abhakutura omunsi."
180363266,LUK,2,2,This was the first census made while Quirinius was governor of Syria.,Hekabha eli esensa yambere heyakozirwe hakaya krenio ahali gavana Siria.
180363267,LUK,2,3,So everyone went to his own city to be registered for the census.,Bhuryomo akagenda  omuchugo chawenene kuandikirwa esensa.
180363268,LUK,2,4,"Joseph also went up from Galilee, from the city of Nazareth, to Judea, to the city of David, which is called Bethlehem, because he was of the house and family line of David.","Nawe Yusufu akaruga omuri echigo kyaa Bethlehemiiogwokumanyika akwoo echigo kyaa Daudi, obhwokubha akaruga omuruzaro rwaa Daudi."
180363269,LUK,2,5,"He went there to register along with Mary, who was engaged to him and was pregnant.","Akagenda kuriha kuandikwa hamonaha mariamu, ohuyabheire naserera kandi hakabha arindirile omwana."
180363270,LUK,2,6,"Now it came about that while they were there, the time came for her to deliver her baby.","Mbhenu chikaija chiti,kibhabheire bhari kuriya hakaya kawenene akokuzara omwana kagombha."
180363271,LUK,2,7,"She gave birth to a son, her firstborn child, and she wrapped him in long strips of cloth and laid him in a manger, because there was no room for them in the inn.","Azara omwana wobhwojo, omuzarwa wawenene wabhwere, hamujweka emyenda ambhiri kumlinda nembheo omwana nangu amuteka mchihori echokubha hakabha atariho kanya omunju eya bhagenyi."
180363272,LUK,2,8,"There were shepherds in that region who were staying in the fields, guarding their flock at night.","Nangu harinya, hakabha hario abhasumba abhatuhire omundimiro mbharinda etama zabho omuchiro."
180363273,LUK,2,9,"An angel of the Lord appeared to them, and the glory of the Lord shone around them, and they were filled with great fear.","Harinya, mwoyo howa katonda azoka, hobhurola bhwa katondabhumurika bhuzunguka, bhagira obhutini mno."
180363274,LUK,2,10,"Then the angel said to them, ""Do not be afraid, because I bring you good news that will bring great joy to all the people.","Niho  mwoyo yabhagambhire “Mtatina, obhwokubha nibharetera hebhisobhorola bhirungi ebhiraleta amasemererwa gaango ombhantu bhona."
180363275,LUK,2,11,Today a Savior was born for you in the city of David! He is Christ the Lord!,chirechi omurokozi yazarwa habwetu omuchigo kyaa Daudi!Wenene  niwe kristo katonda!
180363276,LUK,2,12,"This is the sign that will be given to you: You will find a baby wrapped in strips of cloth and lying in a manger.""","Haka  niko kabhonero hakamurehebhwa, nimujakusanga omwana akomirwe  emyenda anyamire omuchiori echokurisizamu enyama hishwa”"
180363277,LUK,2,13,"Suddenly there was together with the angel a great multitude from heaven, praising God and saying,","Nangu habhaho echikosi chihango echo mwiguru chikwatanisha nabha mwoyo bhasima mkama, nbhagambha,"
180363278,LUK,2,14,"""Glory to God in the highest, and may there be peace on earth among people with whom he is pleased."" ","“Hobhurola bhwa katonda aryo mwiguru mno."""
180363279,LUK,2,15,"It came about that when the angels had gone away from them into heaven, the shepherds said to each other, ""Let us now go to Bethlehem and see this thing that has happened, which the Lord has made known to us.""","kubhage kubhe omunsi  omuri kiti bhamwoyo habhubhagenzire kuja omwiguru, habhasumbha bhagambhiranabhona bhonka, “Tugende kurinya Bethlehemu, turibhe kurinya hekintu ekizokire, echiri katonda yatumanyisa”"
180363280,LUK,2,16,"They hurried there and found Mary, Joseph, and the baby, who was lying in a manger.","Bhakora bhwangu kurinya, bhasanga Mariamu nao Yusufu, bhamrebha omwana anyamile omuchihori echokurilamu enyamaishwa."
180363281,LUK,2,17,"After they had seen him, they made known what had been said to them about this child.","Nobhubha-rebhire chityo, bhamanyisha habhantu, chirinya echibhagambhirwe kumanyisa omwana."
180363282,LUK,2,18,All who heard it were amazed at what was spoken to them by the shepherds.,Bhona habhaurile hebhisobhoola ebhyo bhashutuka chirinya echagambhirwe nabha-sumbha.
180363283,LUK,2,19,"But Mary kept thinking about all the things she had heard, treasuring them in her heart.",Chonka mariamu agenderela kujuka bhyona ebhiyaurile hakabhibhika amutima gwawenene.
180363284,LUK,2,20,"The shepherds returned, glorifying and praising God for everything that they had heard and seen, just as it had been spoken to them.","Habhasumbha bhasubhayo mbhamusima kandi mbhamuragirila mkama ahali chirinya chintu echibhaurile kandi bhakabhona, nkwo kuchabhire  chigambhire omuribhonene."
180363285,LUK,2,21,"When it was the end of the eighth day, when he was circumcised, he was named Jesus, the name he had been given by the angel before he was conceived in the womb.","Kichagombhire echiro kyaa manna kakabha karya hakanya hako kumsiramura omewana, bhakamweta ehibhara Yesu, ehibhara eriyabheire yaheibwe noriya mwoyo endia hetaka. Tugirwe mwibhondo."
180363286,LUK,2,22,"When the required number of days for their purification had passed, according to the law of Moses, they brought him up to the temple in Jerusalem to present him to the Lord.","empambho ezayenzirwe akwojwa kizarabhireo, habhwe eramu lya musa, yusufu amo mariamu bhamtwara omkanisa halinya yerusalemu kumuta omumaisho gaa katonda."
180363287,LUK,2,23,"As it is written in the law of the Lord, ""Every male who opens the womb will be set apart to the Lord.""","nikwokubhiandikirwe omwiram lyaha katonda, ’’Bhri msaija hakukomorola ehibhondo najakwetwa haterweo wakfu ahali katonda.‘’"
180363288,LUK,2,24,"So they offered a sacrifice according to what was said in the law of the Lord, ""a pair of doves or two young pigeons.""",Nabhonene nkokuchabheire  chiri bhakaija kutao esadaka nkokuchiri chirinya echikugambwa omwirama lyaha katonda  “jazi ya njiwa au makinda mawili ya njiwa”
180363289,LUK,2,25,"Behold, there was a man in Jerusalem whose name was Simeon, and this man was righteous and devout. He was waiting for the consolation of Israel, and the Holy Spirit was upon him.","Rebha, hakabha omuntu yerusalemu ehibhara ryawenene akabha mbamweta simeoni. Omuntu hogu hakabha alyo mumazima kandi hakabha nakunira mukama. Wenene hakabha alinzire omuorerezi owabha Israeli, kandi mwoyo alikwera akabha alyahiguru ya wenene."
180363290,LUK,2,26,It had been revealed to him by the Holy Spirit that he would not see death before he had seen the Lord's Christ.,Hakabha yasurulirwe wenene kurabhira mwoyo alikwera nguu wenene yakufire ataka-mubhwene Kristo ruanga.
180363291,LUK,2,27,"Led by the Spirit, Simeon came into the temple. When the parents brought in the infant Jesus, to do for him according to the custom of the law,","Echiro chimo hakaija omunda yekanisa, haliamo na mwoyoalikwera Habhazaire bhirinya ebhyabheire bhisaine obhirinya ebhyabheire bhisaine obhiramuro,"
180363292,LUK,2,28,"he took him into his arms and praised God, and he said,","Nio simeoni amukwata ombhyara bhyawenene, kandi asima mikama hagambha,"
180363293,LUK,2,29,"""Now let your servant depart in peace, Lord, according to your word.","“Arwecho wekirize omukozi wawe angende omirembe katonda, habhwe echigambho chawe."
180363294,LUK,2,30,"For my eyes have seen your salvation,",Habhwo kubha maisho gange
180363295,LUK,2,31,which you have prepared in the presence of all peoples:,garebha bhuzokire omumaisho  gabhantu bhona
180363296,LUK,2,32,"A light for revelation to the Gentiles and glory to your people Israel.""","Wenene neizobha habhwo  kuzoka okwo babhwo kuzoka okwo bafakare kandi bhurola bhwaa bantu Israeli"""
180363297,LUK,2,33,His father and mother were amazed at what was said about him.,"Tataa kandi nanyina owomwona bhasebhezwa abhintu  bhyagambirwe  ahiguru yawenene,"
180363298,LUK,2,34,"Simeon blessed them and said to Mary his mother, ""Behold, this child is appointed for the downfall and rising up of many people in Israel and for a sign that is rejected—","Niho simeoni abhaha emigisha kandi agambhira Mariamu nyina wawenene,Mpurikiliza  hakukwata!Omwana ogu najakubha eshonga eyo kubula kandi kujunwa okwabantu bhaingi omuri isalaeli kandi abhantu nangi balayanga."
180363299,LUK,2,35,"and a sword will pierce your own soul—so that the thoughts of many hearts may be revealed.""",Nanguu nechipanka ekrakuchumita omutima gwawe iwe chizoke ebhiteketeko   ebyo emitima ya bhangi bizoke.
180363300,LUK,2,36,"A prophetess named Anna was there. She was the daughter of Phanuel from the tribe of Asher. She was advanced in her days. She had lived with her husband for seven years after her virginity,",Omuelezo omukazi eyabaile nayetwa ana akaba ali omukanisa wenene akaba alyo omwisiki owa Fanuel  Karuga omuruzaro rwa Asheli. Akabha aine emiaka zingi mno. Na wenene akatula na mushaija wa wenene emiaka mshanju kwema haibhatizangaine.
180363301,LUK,2,37,"and was a widow for eighty-four years. She never left the temple but was serving with fastings and prayers, night and day.",nikwo yabaile hataine mushaija omu miaka chinana na neina. Kwema ao akabha atakarugaga omukanisa akaba nagendelela kuimbira mukama amo no kwekoma kandi nokusabha omuchiro kandi no mushana.
180363302,LUK,2,38,"At that very hour she came near to them and began giving thanks to God, and she spoke about the child to everyone who had been waiting for the redemption of Jerusalem.",". Kandi na kanaya kalinya, akabu hali alinya aibabaile bali abanza kusima mkama. Haiguru yo mwana buli muntu eyabaile alinzile okurokolwa okwa Yerusalemu."
180363303,LUK,2,39,"When they had finished everything they were required to do according to the law of the Lord, they returned to Galilee, to their own town of Nazareth.","Hobu bamazile buli chintu echibabaile mbapaswa kukola kuringana  ne miano eya katonda, bakasuba Garilaya Omuchigo, Nazareth."
180363304,LUK,2,40,"The child grew and became strong; he was full of wisdom, and the grace of God was upon him.","Omwana akaba kandi agila amani, ejulilila omugizi kandi echisa echa mukama chikaba chili aiguru ya wenene."
180363305,LUK,2,41,His parents went every year to Jerusalem for the Festival of the Passover.,Abaraile ba wenene buli omwaka bakaba mbagenda Yerusalem habhuwu echiro chikuru cha pasaka.
180363306,LUK,2,42,"When he was twelve years old, they again went up at the customary time for the festival.","hobhuyagobize emiaka ikimi ne ibili, bhakagenda akugarukayo ahakanya akokumara etamaduni obhwo echiro chikuru."
180363307,LUK,2,43,"After they had stayed the full number of days for the feast, they began to return home. But the boy Jesus stayed behind in Jerusalem and his parents did not know it.",abhwo kukarayo ebhiro bhwona kurenga echiro chikuru. bhakambanza shuba owabho.
180363308,LUK,2,44,"They assumed that he was with the group that was traveling with them, so they traveled a day's journey. Then they started to search carefully for him among their relatives and friends.","chonka omusigazi yesu asigara enyuma murinya yerusalemu kandi abhazaire mbhagenda na chonene, chityo bhakagenda orugendo rwechiro chona. bhabhanza kumuiga omuli bhanyabuzare kandi no mbha nywani bhabo."
180363309,LUK,2,45,"When they did not find him, they returned to Jerusalem and started to search carefully for him there.","orubharemirwe kumbhona, bhakasubha yerusalemu bhabhhanza kumuiga omwo"
180363310,LUK,2,46,"It came about that after three days they found him in the temple, sitting in the middle of the teachers, listening to them and asking them questions.","chikazoka chiti kiyarabhireo ebhiro bhishatu, bhambhone omukanisa, asitamire omugati ya bharimu, nabhaurikiriza kandi nabhabhaza ebhyokumsobeza"
180363311,LUK,2,47,All who heard him were amazed at his understanding and his answers.,bhona bhamuhurila bhasobhezwa nokumara kwawewenene homo nebhihororo bhawenene
180363312,LUK,2,48,"When they saw him, they were astonished. His mother said to him, ""Son, why have you treated us this way? Look, your father and I have been anxiously searching for you.""","kibhambhweine, bhasobhezwa. Nyiniwawenene amugambhira, mwana wange kubhawatukoreloti?Hurila,tataa wawee kandi nanye tubhaire ntukuiga omukutina kuwanga."
180363313,LUK,2,49,"He said to them, ""Why were you searching for me? Did you not know that I had to be about my Father's business?"" ","Abhagambhira, ”kubhaki mwabhanimpiga mwabhamtakumanya chisheine kubha omunju eyatataa wange?"
180363314,LUK,2,50,But they did not understand what he meant by those words.,chonka tibhiramanyire. Echibhaire alengire habhiga ebhyo.
180363315,LUK,2,51,Then he went back home with them to Nazareth and was obedient to them. His mother treasured all these things in her heart.,Nangu agenda hamo nabhoneri bhagobha owabho Nazarreti kandi hakabha hamakune  ahali bhonene. Nyina  wawenene akabhika ebhitu bhyona amutima gwawe.
180363316,LUK,2,52,"But Jesus continued to grow in wisdom and stature, and increased in favor with God and people.","okwo yesu agendelera kukura hommagezi hamo nobhuraigwa, kandi  agenderwa kwendwa mukama hamo nabhantu."
180367361,LUK,3,1,"In the fifteenth year of the reign of Tiberius Caesar—while Pontius Pilate was governor of Judea, Herod was tetrarch of Galilee, his brother Philip was tetrarch of the region of Iturea and Trachonitis, and Lysanias was tetrarch of Abilene,","Omumwaka gwaa hikumi netano obhutu zi bhwa kaisari Tiberia hakanya kaha porpilato akabha ahari gavana owa uyahu herode akabha hari omukuru owamukaa  agu Galilaya, hamo filipo omuyabhuzare wawenen akabha ahali omukuru owamukoa gwaa iturea hamo trakoniti, kandi lisania akbha ahal omukuru owomukoa gwaa Abilene,"
180367362,LUK,3,2,during the high priesthood of Annas and Caiaphas—the word of God came to John son of Zechariah in the wilderness.,"kandi hakanya kaha obuelez  obhhukuru bhwaa Anasi hamo kayafa, Echigam chaa Mkama chimwizira yohona omwana owa zakaria, omwajangwa."
180367363,LUK,3,3,"He went into all the region around the Jordan, preaching a baptism of repentance for the forgiveness of sins.",Akagenda hamo  omkoa gwona kulabha omunyanja yorode nalangilila okubhatizwa okwokujunwa obhwo okuganyilwa Ibilisi
180367364,LUK,3,4,"As it is written in the book of the words of Isaiah the prophet, ""A voice of one crying out in the wilderness, 'Make ready the way of the Lord, make his paths straight.","Nkwokwibhindikilwe omchibho eche bhigambo bya Isaya Omjubhizi, ‘’esauti yomuntu aliomchikamba,” kola  omaleomuanda gwa katonda. kola Imianda ya wenene enyokile"
180367365,LUK,3,5,"Every valley will be filled, and every mountain and hill will be made low, and the crooked roads will be made straight, and the uneven places will be built into roads,","bhiriruhanaga  nduja kwijuzwa, bhuribhongo kandi na mabhanga mbijakubha tambarare, Imihanda ezigondomize nzijakunyoka, nemianda ezigumilenzijakumondwa."
180367366,LUK,3,6,"and all flesh will see the salvation of God.'""","Abhantu bhona nibhaja kubhona obhurokozi bwa katonda."""
180367367,LUK,3,7,"So John said to the crowds who were coming out to be baptized by him, ""You offspring of vipers! Who warned you to run away from the wrath that is coming?","chityo, yohana abhangambira abhantu  bheinai abhamwizi abhabhase kubhatizwa hamo na wenene,” Imwe oruzalo Iwe njoka Olwine esumu noi eyangambila kwiluka obhusasi obhurimu mbwija?"
180367368,LUK,3,8,"Therefore, produce fruits that are worthy of repentance, and do not begin to say within yourselves, 'We have Abraham for our father,' for I tell you that God is able to raise up children for Abraham from these stones.","Mzare ebhirabha ebhikugenda hamo  nokuganyirwa, kandi mtabhanza kugamba omuda yanya, “Twine Ibraimu tata waitu, obweshonga nimbagambira  chiti. Mungu nabhasa kumwimchiza Ibraimu abhana nanga kulugaomumabhare aga."
180367369,LUK,3,9,"Even now the ax is set against the root of the trees. So every tree that does not produce good fruit is chopped down and thrown into the fire.""","Ensoka yateilweo omumizi ya miti. kitwo, buli omuti ogutakuzara ebiraba ebirungi ngutemwa kandi ngujakunagwa omumulilo."
180367370,LUK,3,10,"Then the crowds kept asking him, saying, ""What then are we to do?""","Echoondeleo abantu omuitanganilo bhamubhanza mbagamba, “mbwenu ntupaswa kukoleki,”"
180367371,LUK,3,11,"He answered and said to them, ""If someone has two tunics, he should share with a person who has none, and the one having food should do the same.""","Abhasobhorolo kandi  abhoga mbira, “kiharabha alio omuntu aine emyendo ibhili chisaine agabheo omwendo gumo ahondijo atagwine, nalabha ataine chakulya akole atyo."
180367372,LUK,3,12,"Tax collectors also came to be baptized, and they said to him, ""Teacher, what must we do?""","echaondaireo  bhake abhokwiao emishoro bhakaija kubhatizwa, kandi bhakamugambila, “ mwegesa, tuseine tukoleki?."
180367373,LUK,3,13,"He said to them, ""Do not collect more money than you have been ordered to collect.""","akabhagambila, “ mtarundana mahera gaingi kusaga egemsaine kurundana.”"
180367374,LUK,3,14,"Some soldiers also asked him, saying, ""What about us? What must we do?"" He said to them, ""Do not take money from anyone by force, and do not accuse anyone falsely. Be content with your wages.""","bhake abhalinzi bhamubhaza nabagamba, aho naitwe? Chiseine tukoleki?” Akabhagambila, “mtatwala amaera kuluga amuntu wena wena abhwa amani, kandi mtabhehelela omuntu wena wena abhwe ebhisubha. Mtosheke nemishara yanyu.”"
180367375,LUK,3,15,"Now as the people were eagerly expecting the Christ to come, everyone was wondering in their hearts concerning John, whether he might be the Christ.","mbwenu, obhwokubha abhantu bhagizile echihika echokulinda kristo alaija, bhuri muntu akabha natekeleza omumutima gwawenene  kubha yohana yakubha aliwenene kristo."
180367376,LUK,3,16,"John answered by saying to them all, ""As for me, I baptize you with water, but someone is coming who is more powerful than I, and I am not worthy even to untie the strap of his sandals. He will baptize you with the Holy Spirit and with fire.","yohana abhasobholola abhokubhagambila bhona, “Inye nimbabhatiza inywe obhwa amaizi, chonka aliyo omo alaija yeine amani kusaga nyawe, kandi tinkubhasa kukomorora ebhigoye bhye ebhiratwa bhya wenene. Najakubhatiza inywe abho moyo alikwela kandi abho omulili."
180367377,LUK,3,17,"His winnowing fork is in his hand to thoroughly clear off his threshing floor and to gather the wheat into his storehouse. But he will burn up the chaff with fire that can never be put out.""",orutalo rwawnene rulyo omubhyala byawenene rubhase kwojage omuanda gwawenene ngu kwelula engano kandi nogujilundana engano omwiteko lya wenene. Chonka alabhuza ebhitima abhwo omulilo ogutakubhasa kulala.
180367378,LUK,3,18,"With many other exhortations also, John was announcing the good news to the people.","abhwo ebhilungi ebhindi bhingi nti, akalagila ebhigambo ebhilungi omubhantu,"
