file_name,chapter,verse_number,verse_text,error
44.usfm,,,v 19 hamulungu jojifuku jojimu jatachi chikuneli melela anapati jehi yenzelu yamwajingi atumbanzhi mulonga atiyili ayujeya woma yesu hakwinza hakwimana mukachi hakuyila ninji kuwunja kwikali nanenu,195.68698
45.usfm,,,v 4 hajing’i iheta kanja wujilanjishi hijajing’i jeyuku hela mali wunajilanjishi jehi hiyajing’i eyeyi aweni akwila nachu mwezhima muwunakeng’uku muchima weyi wunatong’ozhokeliji mwenimu hiwunatwambi kuji antuku wunatwambi kuji nzambi,195.66534
61.usfm,,,v 5 enu nawa neyi malola amomi hiyakuyitung’a mwikali itala jawuspilitu kulonja mwikali wuplistu wazhila mulambulang’a yimuna yakuketula yawuspilitu yakumutiyisha nachu nzambi kuwaha muji yesu klistu,195.60315
59.usfm,,,v 11 hiyakajitang’ishatang’isha nawa cheng’i iwu nakutang’isha mukwawu iwu nakutang’isha manakwinji ninji ilukaku mwantaku mulong’a akang’iluka wezhima wawu kufumisha kuji wakaji kulema njoo nikuji waswezha kulema,195.4483
41.usfm,,,v 19 hakumona mutondu wachikuyu kumbadi yanjila hakuyaku kuwanaku chuma nehi kwamafu hohu hakuwuhosha ninji kunyaka yezhima bayi wakasonga chengi nyikabuku hohenohu mutondu wachikuyu wuuma nichawu,195.41904
57.usfm,,,v 6 neyi kuli muntu wabula hakumwinkela mulonga washa muchima hali ingolinli hohu wukweti anyana ashinshika akali kuyitenena nsangu yakubazhama hela yakuluwalala mukunzhiki yenowu,195.34119
41.usfm,,,v 12 muchikasa chinji muji lupi wakatookesha mwitala jinji jakuhulilu too chikupu wakupompeshele  tidiku munkalanga hakwila mafulu wakayocha mukesi kabulanga kuzhima chikupu,195.29514
45.usfm,,,v 9 chanajikang’uwu amakwawu kwonti kwawu kwovwahila hiyakutena nzhila chatama iku izaza jawantu jitiyang’a pawulu hakufuma kuji wena hakufumishaku atumbanzhi hakutang’isha nakujihuzhola nawu mushikola yatilanusa hefuku hefuku,195.19652
52.usfm,,,v 22 enu anjungu ovwahilenu anyanta zhenu ahanu hamaseki muyuma yezhima bayi chakumesu hohu neyi chakutiyisha antu kuwahaku chinga namuchima wumu hohu nanochu chimwamutiyanga mwanta woma,195.10452
45.usfm,,,v 39 petulu hakunyamuka hakuya nawu chanashikiyi hiyakumutwala mwitaloju jahewulu ambanja amfwila ezhima hiyakwimana kwakwihi nayena nakujila nakumulezhalezha yikowelu niyuma yakuvwala yachiminiyi jokasi hachijing’iyi nawu,195.07718
41.usfm,,,v 22 ilanga chanatiyiyi na akelawusi naswani jehi wanta watata yinji helodi muyudeya hakutiya woma wakuya kwenoku chanamulezhuwu mukulota hakutondolwela nakuya kumbaji yangaliliya,194.99045
48.usfm,,,v 10 wezhima wetu ching’a twakamwekana kwitanja jaklistu jakusompela kulonja twakatambuli yuma yitwelili hitwajing’i munyizhimba hamuntu hamuntu iwu mweliliyi iwu mweliliyi hela yayiwahi hela yatama,194.97604
47.usfm,,,v 22 kuji antu azeya nelili muntu wazeya kulonja nakakokoli nachu antu azeya nekali jehi wesekana nawantu ezhima muyuma yezhima kulonja mwezhimimu nitweshi kwamwina nachu amakwawu,194.94327
62.usfm,,,v 20 mulong’a antu anapuluki jehi kumazhilu ampata yamunu mwishina nanochu chanamwilukuwu mwanta yowu chamwinu yesu klistu neyi akuyikasamu cheng’i ayimika mushinju kukuminina kwawu kukubajika kutama hajing’uwu hakusambila,194.81323
44.usfm,,,v 17 yesu hakumwila ninji bayi wunkakelaku mulonga nichiji kanja nikanjami kuji tata yanga kuji anakwami wuyilezhi neyi hinukukanjama kuji tata yami ninenu tata yenu kuji nzambi yami ninenu nzambi yenu,194.76517
45.usfm,,,v 22 nawu mukulumpi wamashijika konelisu muntu walong’a waakamang’a nzambi amuhamekang’a kuji munza wezhima wawayujeya anamulezhi kuji kang’elu wazhila nawu akakutambiki wuyi kwitala jinji kulonja atiyi mazu kujeyi,194.75835
52.usfm,,,v 18 neyi kuji muntu wukukenga kuyiya yuma yakukenga kuyisomwenawu nanochu chajizozangayi chajifukulangayi kuji angelu bayi mumwitezhaku himuntu nakuhweleli yuma yanamoniyi najinki tuhu wanta wayitongozhoka yinji yachisemwa chaheseki,194.64952
43.usfm,,,v 27 hakwakula ninji nawu kengaku mwanta nzambi yeyi namuchima weyi wezhima nawumi weyi wezhima nangovu yeyi yezhima namaaneyi ezhima kengaku nawa mukwenu neyi chiwajikenga eyi aweni,194.52585
42.usfm,,,v 38 yo wenowu muntu ukutiyilami ni mazu ami nsonyi chisa ka chauvumbi ni shiji mwana kamuntu niyena wa kamutiyila nsonyi hakenzayi mulubanji lwakulema kwatata yinji na wangela azhila,194.3933
59.usfm,,,v 6 hakwila klistu washinshika mwitala janzambi nanochu chaneliyi yena himwana etu yetu itala jinji neyi tukukakela mukuumika kwetu nikujisama kwakuching’ezha kwetu njoo nikunsa,194.21683
44.usfm,,,v 21 kulonja wezhima wawu akekali wumu neyi chiwekala eyi tata mujami ninami mujeyi kulonja niwena akekali mujetu kulonja akwampata yamunu mwishina akakuhweleli nawu yeyi wantemesheli,194.17233
42.usfm,,,v 20 hiyakumuleta owu mukwezi kuji yena owu spilitu chanamoniyi yesu hohenohu owu sipilitu hakumukonwesha nankashi owu mukwezi yonjinata ni hamaseki yotachika nikulwisha ni kafulolu mukanwa,194.16498
44.usfm,,,v 52 ayujeya hiyakumwila nawu ichi jinu tuneluki netu wuji nanjemoni abalahama wafwa jehi niatuplofwetu nawa hakwila eyi hiwukwila neyi muntu wahembanga izu jami hamba katompa kufwaku,194.13403
61.usfm,,,v 2 nami bing’enu mukanka wanyikoku yanzambi wuji mukachi kenu nakuyitala bayi chakukanzhikizhaku ching’a nakutiya kuwaha mwaya muchima wanzambi bayi nakulonja kuheta kwatamaku ching’a namuchima wakukeng’amu,194.03151
43.usfm,,,v 4 hela antu awa ikumi natanu nasatu 18 aholokeleluwu kuji kaposhi kamusilowami hikakuyizhaha enu munatongozhoki nenu kuluwa kwawu kwabajikili kuluwa kwawantu ezhima ashakama muyerusalema tahinji,193.75879
45.usfm,,,v 5 ilang’a ayujeya anatiyi jehi ichima hiyakufumba amayala atama ayiluwang’imbi hiyakupompesha izaza jawantu avwakula niipumba mwahita ng’anja yezhima hiyakulotokela kwitala jayasoni hiyakukeng’a nawu ayiijishi kuji antu,193.75804
59.usfm,,,v 3 jichi etu tunakuhweleli tweng’ilang’a mukunookoku kwateneniyi ninji chinazuwili nasanyikili nami hiyakeng’ila mukunooka kwamuku kutong’a chalala nyijimu yamanini kufumisha haaliluwu chikuku champata yamunu mwishina,193.63837
43.usfm,,,v 30 yesu hakwila ninji muntu wumu wajingi nakufuma kuyerusalema ninji akunkumuki kuyeriku kukasumuka anamukwati jehi kuji atuponju hiyakumuvuula hiyakumweta hiyakuya kwawu kumushiya wuji kwakwihi nakufwa,193.60358
67.usfm,,,v 12 chalamwiniyi chilamiki chamuchitanu nachimu hikuji mutentanshi weneni itangwa hijikubalumuka kwiyila bwii neyi chikeleyi chamavuzhi eyila kakwezhi kezhima hikakubalumuka neyi mashi,193.49101
41.usfm,,,v 31 wakatemesha angelu hindi nampùnga yaswezha kuvuma akapompeshi indi atondewa mwahita iseki dezhima kufumisha kunsa yewulu yimu ndoo nikunsa yikwawu,193.28065
46.usfm,,,v 7 niji nakuyisonekela mukanja enu ezhima muji muloma ákeng’awu kuji nzambi átambikawu kwikala akwakuzhila luwi lwikali nanenu nikuwunja kwakufuma kuji nzambi tata yetu nikuji mwanta yesu klistu,193.2236
45.usfm,,,v 18 hakwilang’a mwenimu mwahita mafuku amavulu ilang’a pawulu hakutiya kumuchima bwii hakushetumuka nakumwila owu spilitu ninji nakulezhi mwizhina jayesu klistu nami mufumi amufuma nihohenohu,193.21469
46.usfm,,,v 11 neyi spilitu wayenowu wasang’wili yesu muji afu washakama mujenu yena wasang’wili klistu yesu muji afu wukuhanjisha nawa ninyizhimba yenu yakufwa naspilitu winji washakama mujenu,193.1867
45.usfm,,,v 38 mwatiya jehi nsang’u yakutena yesu wakunazaleta chamuwayishiluwu kuji nzambi naspilitu wazhila nang’ovu yena wahitang’enang’a nakwila yayiwahi nakukolesha antu ezhima akabishilang’awu kuji jiyabolu mulong’a nzambi wajing’i nayena,193.12833
67.usfm,,,v 5 mwitanja jawanta himukwijika ninzazhi nimazu nikujijima kumesu etanja kuji nimanongu abutuka atanu nayeji yowu spilitu wanzambi wekala mutanu namuyeji,193.04332
42.usfm,,,v 2 kuhita mafuku atanu na jimu yesu hakutwala petulu na yakoba na yowanu hakuyikandamisha ha mutumba wawulehi kwakankawawa hiyakumumona na abalumuki mwachengi ku mesu awa,192.79123
51.usfm,,,v 20 natalilanga nankashi mwenimu nakuchingezha nami kubuli chuma chakuntiyisha nsonyi nikwati ngovu neyi chinelanga jikalu nikatataka nawa kulonja amulemesheli klistu mumuzhimba wami hela nukuhanja hela nukufwa,192.74902
44.usfm,,,v 7 jichi kambanzhi owu akengeluwu kuji yesu hakumwila petulu ninji jiyi mwanta shimona petulu chanatiyiyi nawu jiyi mwanta hakujikumbakesha chikowelu chinji mulonga wajingi nzekesi hakujumbila mwizhiya,192.62263
59.usfm,,,v 19 cheliliyi mosi nayilezhi jehi antu ezhima nshimbi yezhima hakunona mashi awanyana kang’ombi niawampembi namenzhi nawanja wuchinana nachiputa chamutuntamu hakusampwila mukanja waweni niantu ezhima,192.27454
67.usfm,,,v 4 wakayikombola majilu ezhima kumesu awu hikwakekala nawa chengi kufwaku hikwakekala nawa chengi hela kukata hela kujila hela kunengaku yuma yakusambila yinahiti jehi,192.13882
41.usfm,,,v 25 jichi nikuyilezha nawi bayi mwakama wumi wenu nenu tukujyaji hela tukunwaji hela muzhimba nenu tukuvwalaji wumi hiwabajika kujyaku hela muzhimba wabajika yakuvwalaku,192.13806
52.usfm,,,v 12 mwinenu epafwalasa njungu yaklistu yesu nayimushi wayilwishilanga mukulombela kwinji mafuku ezhima ninji mwimani mbe mwikali antu alala chikupu mwiluki chikupu mwanakengiyi nzambi mwezhima,192.12923
63.usfm,,,v 16 mulong’a yuma yampata yamunu mwishina yezhima kufwila kwachisemwa chaheseki nikufwila kwamesu nikujisama kwamukunkulwayi kwawumi wunu hiyakuji tataku yamumpata yamunu mwishina,192.11572
45.usfm,,,v 40 petulu hakuyiijishamu wezhima wawu hakufukama nakulombela hakubalumuka nakutala kuji mufu ninji eyi tabita hinjukaku atona nikutona chanamoniyi petulu tabita hakuhinjuka nakushakama,192.0649
45.usfm,,,v 32 izaza jawantu ákuhweleli hiyakwikala namuchima wawu wumu nakufwila kwawu kwokumu hikwajing’i niwumu welili ninji yuma yahetayi yinji kankawinjuku ilang’a yuma yawu yezhima hiyikwikala yebomba,191.8561
67.usfm,,,v 7 mwamwekeneni atubola ajingi neyi atuwalu alongeshelawu jehi nzhita hanyitu yawu haji yuma yiji neyi yibaaba yawulu nimesu awu aji neyi mesu awantu,191.82565
60.usfm,,,v 11 enu anakwetu bayi mujitenang’a chatamaku muntu wukutena manakwinji chatama hela kumusompesha nateni nshimbi chatama nikuyisompesha neyi eyi wukusompesha nshimbi hiwuneli mukwakwovwahila nshimbuku wuneli jehi mukwakuyisompesha,191.67361
60.usfm,,,v 18 kwizhi kukwikala muntu wukuhosha ninji eyi wukweti kukuhwelela ami nikweti nyijimu nlezhi kukuhwelela kweyi kwakaji nyijimu yeyi ninami nukukulezha kukuhwelela kwami nanyijimu yami,191.65187
63.usfm,,,v 9 muntu wavwalika kuji nzambi hatwalang’ahu nakuputolaku mulong’a muji yena mwekala chisemwa chakuji nzambi jichi hanatweshi kutwalahu nakuputolaku mulong’a wavwalika kuji nzambi,191.54288
44.usfm,,,v 31 chijajingi ifuku jakulongesha chipanjakenu ayujeya hiyakengeli nyizhimba yishali hamakulusu hasabatoyuku mulonga yenoyu sabata yajingi yalema hiyakumulomba pilatu nawu ayitezhi kukotola nyenju yawu ayifumishuku,191.36353
67.usfm,,,v 14 hinukumwila nami eyi mwanta wami yeyi weluka hakungila ninji wenawa anafumi kuyihungu oyu yeneni anakosi jehi mahinawu anayitookeshi namashi amwana kamukoku too,191.32806
43.usfm,,,v 10 akwawu ayibinja nayena shimona wowu anyana kazebejewu ayakoba nayowanu ahayamini yesu hakumwila shimona ninji bayi wutiya womaku kufumisha hanu wukwikala chibinja chawantu,191.31859
67.usfm,,,v 18 nyunza yazuwili kuzuwa kweyi kwenzhili mwaka wunashiki jehi wakusompesha afu nikufweta ambungeyi atuplofwetu niakwakuzhila niákamanga izhina jeyi anyanya niamaneni wowu mwaka wakuzhilumuna ákukisangana iseki,191.29889
42.usfm,,,v 48 chanamoniyi aji nakuyanja nakuvuwa mulonga mpepela yajingi nakufuma kwayilangawu yena hakuya kuji wena nakwenja hewulu jamenzhi  chikuneli neyi hiwuchilu chaawufuku chamuchiwana hakwila neyi wukukenga kuyipanjakana,191.19484
43.usfm,,,v 35 ilanga kengenu ayilumbu zhenu ilenunga chachiwahi sonjamishenunga chakaji kwakama wulooku wenu wakatoha mwakekala nianyana kamukwakubajika mulonga yena watiyilanga luwi niantu abulanga kusakilila niatama,191.15076
44.usfm,,,v 19 jichi yesu hakuyakula ninji chalala chalala nukuyilezha nami mwana hatweshanga kwila chuma chakankawinjuku chinga amona chaji nakwilayi tata yuma yelanga tata yezhima jiyi yelanga nimwana nawa,191.1413
45.usfm,,,v 16 hikukupompa izaza jafumini munyikala yajing’i kwakwihi nayelusalema niniku niniku kwinjo hiyakuleta antu awu akata niezhima ajing’i nawaspilitu azonja hiyakukola wezhima wawu,191.07748
60.usfm,,,v 3 enu himukulemesha owu wavwala mahina amawahi himukwila nenu shakamaku hanu hahawahi himukumwila kazweng’i nenu imanaku oku inji kwizhi shakamaku hamaseki kunyenju yami,190.93854
43.usfm,,,v 6 yesu hakuya nawu chanashikiyi kwakwihi netala owu mukulumpi wamashijika hakutemeshaku amabwambu zhinji akamwili nawu eyi mwanta bayi wujikabakeshaku mulonga ami hinimuntu wakutela kwingileyi mwitala jamuku,190.89429
41.usfm,,,v 24 pilatu chanamoniyi nayikanganyi jehi hihakuswezha niipumba hakutambula menzhi hakwisuka kumakasinji iku izaza jiji nakumutala ninji ami hiniji namulonga wamashi aniwu muntu walongaku hinsangu yenu,190.8446
67.usfm,,,v 12 ozhu nsengu ikumi zhiwunamoni hiyanyanta ankanu ikumi achiji kanja atambuli chiyuulu ilanga akatambula wanta neyi anyanta ankanu hamu nakanyama mpinzhi yimu,190.79091
45.usfm,,,v 17 hachijing’iyi petulu kuzhinoka nankashi ninji chimwenu ichi chinamoni chinayi mujihi kukasumuka owu amayala atemesheluwu kuji konelisu anehuli jehi kwitala jashimona anemani jehi kuchisu chachipang’u,190.7833
67.usfm,,,v 8 antu ezhima ashakama heseki hiyakujifukula kuji yena wowu abuliluwu kusoneka mazhinawu haaliluwu chikuku champata yamunu mwishina mumukanja wawumi wamwana kamukoku azhahiluwu,190.76598
43.usfm,,,v 25 kutiya abarahama ninji eyi mwanami anukaku eyi chiwajingi mumi watambwilanga yuma yeyi yayiwahi chochajingi nakutambulayi lazaru yuma yinji yatama hakwinzichi yena anamukunjezhi jehi eyi hiwukumona yihungu,190.75507
67.usfm,,,v 16 ninozhu nsengu ikumi zhiwamona ninaka kanyama akamuhela chivumbi akamubalumuna kwikala chihembi hohu akamuleka nzekesi akajya muzhimba winji akamushita nakesi shati,190.74268
67.usfm,,,v 4 hiyakujifukula kuji chanzangombi nanochu chenkayi jehi wanta winji kuji kanyama hiyakujifukula kuji kanyama nawu wuji neyi iwu kanyama hinyi wukutwesha kulwa ninji hinyi,190.49168
49.usfm,,,v 2 nayili chakunlezha nachimwekeshu hinukuyilumbulwila nsangu yayiwahi yinashimunanga mukachi kawazhentili ilanga akwetu alema nayilezheli kwakankawetu kulonja nibuli kutemuka tuhu chamukunkulwayi inji kwizhi natemuki jehi chamukunkulwayi,190.4537
44.usfm,,,v 15 chanajawuluwu yesu hakumwihula shimona petulu ninji eyi shimona mwana kayowanu wankenga chakubajikawa yena hakumwakula ninji enga mwanta eyi weluka chinakukunja yena hakumwila ninji jiishanga twanami twanyikoku,190.43503
44.usfm,,,v 23 ami muji wena nineyi mujami kulonja chakwikalawu wumu hohu eli alala chikupu kulonja akwampata yamunu mwishina akeluki nawu yeyi wantemesheli akeluki nawu wayikengeli neyi chiwankengelami,190.2987
41.usfm,,,v 51 kutala mwinawu wumu wadingi nayesu hakwolola chikasa chinji hakuhola mpoku yinji yakabali hakutapa ndungu yakapristu muneni kutapa kwakumuketula itu jinji,190.18634
66.usfm,,,v 12 wenawa himalola akuhukena akaji kumwekana hatooka mumawizhenu akukengangana hajyangawu nanenu hiyatubinga ajijiishanga awenawu chakaji woma himavu akaji menzhi alelokanga nampepela hinyitonju yahanonga yakaji nyikabu yafwa kayeji yabwitika nikunyizhi,190.18492
67.usfm,,,v 12 yena hakukongela kumesu anowu kanyama wakusambila mwezhima mwaya wanta wakanyamowu hakukanzhikizha iseki niashakamahu ajifukuli kuji kanyama wakusambila wajingi nachilonja chakufwa chakusukili,189.72134
55.usfm,,,v 17 yilezhi akwakuheta amakonu neyi bayi mujitong’ozhoka nenu mwalemaku bayi mukuhwelela maheta abulang’a kushakamaku ching’a kusha muchima haji nzambi waswezha kutwinka yuma yezhima ninji tulung’i nachu,189.6836
49.usfm,,,v 9 ayakoba napetulu niyowanu amwekeni neyi yishimi chamwenuwu luwi lwanyinkeluwu hiyakutwolwela etu nabaranaba makasa achijiilu akukunjangana nawu enu muyi kuji azhentili etu tuyi kuji akwakwalama,189.6532
45.usfm,,,v 35 yowu mosi alekeluwu nawu nakwinki mujimu wakutuyuula hela kutusompesha hinyi jiyi atemesheluwu kuji nzambi ekali nyuuli ninkuuli nachikasa chayenowu kang’elu wamwekeni kuji yena muchiputa,189.60132
43.usfm,,,v 35 hiyakuya nawu atali chuma chinamwekani chanenzuwu kuji yesu hiyakuwana owu muntu múnafumi anjemoni nashakami jehi kunyenju yayesu navwali chachiwahi maaninji anamufuntili jehi atiya niwoma,189.46889
43.usfm,,,v 48 hakwila muntu wabulili kwiluka neyi neli yuma yatela kumwetela akamweta yikoti yanti muntu anenkuwu yayivulu akakengelaku nawa yayivulu muntu anashiluwu yayivulu akehwilaku nawa yaswezha kuvula,189.46326
41.usfm,,,v 15 oyu yihungu yimwakamonenu ansoneki nawafwalisewu amfwikizhi mwahitangananga nikumenzhi nikumpata kulonda kubalumuna muntu wumu ekali kayudeya chakwilayi chochochu himukumwilisha mukwakalunga kachinana wakubajika enu muyeji,189.13367
44.usfm,,,v 11 jichi shimona petulu hakuyaku hakukokela kalengi hachikumu katoo nanshi zhamaneni nkulakazhi namakumi atanu nanshi zhisatu 153 hela zhajingi zhazhivulu chochochu kalengi kutabuka nehi,189.05336
45.usfm,,,v 9 munjanina mwashakamini mukwenzi weyala izhina jinji yutikusa hakuya mutulu twatweni chaneliyi pawulu hakushaku mazu amakwawu yena hakukunjuka hakuholoka kufuma hetala jahewulu jamuchisatu hiyakumunona wafwa jehi,189.00797
47.usfm,,,v 19 hakwinza muchipompelu nakeng’a nankashi kuhosha nakashinshi kami hela mazu atanu akutang’isha nachu akwetu kubajika kuhosha mwijimi jacheng’i ikumi jamakombakazhi 10000 amazu,188.96863
45.usfm,,,v 13 chitunamoni mpepela yakukabeta kakuchijiilu hiyikukunka chovu chovu atong’ozhoka nawu anamoni mwakeng’awu hiyakufumisha mumenzhi chikung’u chakwimikisha nachu watu hiyakukulisha keleta kwakwihi nachikumu,188.93512
43.usfm,,,v 14 mulonga amayala ezhima ajingi kafwampi neyi makombakazhi atanu 5000 yena hakuyila atumbanzhi twinji ninji yilezhenu ashakami aha makumi atanu 50 aha makumi atanu 50,188.88652
44.usfm,,,v 33 chinahoshi nenu mwenimu nalonji nami mumoni kuwunja mujami mukumona lukaji mumpata yamunu mwishina ilanga tiyenu kuwaha ami nemiki mpata yamunu mwishina mushinju,188.858
46.usfm,,,v 23 hijimu hohu bweng’uku ninetu aweni túkweti nyikabu yatachi yaspilitu twaabang’a munyichima yetu nawa nakuching’ilila chitwakela anyana chikupu kwokukuula kwamba kakuulawu nyizhimba yetu,188.80789
41.usfm,,,v 25 tiyangana swayi nachilumbu cheyi hiwuchiji ninji munzhila kulonda chilumbu cheyi abuli kukutwala kuji mukwakusompesha mukwakusompesha hakukwinka kuji nhembi yena hakukusha mukaleya,188.6333
60.usfm,,,v 11 mulong’a yena welili ninji kwila wuvumbi chinzhila jiyi nawa welili ninji kuzhaha muntu chinzhila nochu neyi wunabuli kwila wuvumbi ilang’a wunazhahi mukwenu wunamotoki jehi nshimbi,188.58974
42.usfm,,,v 56 mwezhima mwengililengayi mumikala hela muzhimbaka helatuhu mumatunga hiyakutenteka akata kuwulanjilu hiyakumulembela nawu akumini jakukunka hela mukunjulu wehina jinji antu amavulu amukwatili ezhima akoleli,188.56348
47.usfm,,,v 39 mumbanja wakasika kuji mfumwinji mafuku ezhima hachijiyi iyala wamumi ilang’a neyi mfumwinji nafwi nakasunuki jehi natweshi kusumbuka neyala anakeng’iyi ching’a jinu muji mwanta hohu,188.52222
41.usfm,,,v 21 yena hakumwila ninji wunakengiji yena mumbanda hakumwila ninji hoshaku izu jakushakamisha awa anyanami ayeji muwanta weyi wumu kuchikasa cheyi chachijiilu mukwawu kuchikasa cheyi chachimunswa,188.36263
43.usfm,,,v 24 kulonja mwiluki nenu mwana kamuntu wukweti wanta wakwanakena nshiji hanu hamaseki hakumwila mukwakalepa ninji nakwili nami hinjukaku wunyamuni chikanga cheyi wuyi kwitala jeyi,188.29274
45.usfm,,,v 28 hikukwimana muntu wumu izhina jinji agabusi hakushimunang’ahu jehi naspilitu ninji kwakenza nzala yeneni mwahita mpata yamunu mwishina yezhima nzaloyu yaholokeli hamafuku ajing’iyi kalujusa mwanta,188.12271
44.usfm,,,v 51 ami yami jinkenji jikweti wumi jasulukili mwiwulu neyi muntu wukujya kujinkenjiji wakahanjanga hayanyaka enga jinkenji jinakayinka antu ampata yamunu mwishina kulonja ahanji jiwu musunyi wami,188.11255
55.usfm,,,v 15 izu iji jatela kukuhwelela jatela kutambulewa chikupu jelawu nawu klistu yesu wenzhili munu mwishina nakwamwina akwanshiji haji akwanshiji yami nabajikahu,187.96948
46.usfm,,,v 16 mulonga wanichi chinahitili mukukuhwelela kulonda chili chaluwi kulonda chikakoli nawanyanindi ezhimabaji nawanyana akunshimbi hohuku ilanga nikuji owu anzangananga chikuhwelelu cha abalahama diyi invwali yetu etu onsu,187.96442
42.usfm,,,v 17 cheliliyi ninji aholokeli munzhila iyala hakwinza kuji yena lufuchi hakumufukamina nikumwihula ninji eyi mwalimu muwahi nukwila ngahi kulonda nakaswani wanta wahaya nyaka,187.84854
46.usfm,,,v 4 enu ayetu enu nawa mwelajehi muyafu nakwambuka kuchiyulu chanshinji kumuzhimba wakilisituwafwili hamutondu wakusempakesha kulonda mwakekali nawachingi nayenowu asangwiliwu muji afu kulonda tumusonekeli nzambi nyikabu yinji,187.82216
41.usfm,,,v 25 nami kuzhimika kwayowanu kwafumini kujihi kwakwiwulu tahinji kwakuji antu hiyakujihuzhola muntu namukwawu nawu neyi tukwila netu kwakwiwulu wukutwila ninji inji jinu mwalekeleliji kumukuhwelela,187.77124
67.usfm,,,v 11 izhina jakatumbwoku nawu mutonju walula chibalu chamuchisatu chamenzhi hichikubalumuka mutonju walula niantu amavulu afwa nawena menzhi owu nanochu chanabalumukuwu jehi alula,187.67609
45.usfm,,,v 3 chanashakamiyi kwenoku tukwezhi tusatu wajing’i namuchima wakukeng’a kuya kusiliya muwatu ilang’a chanatiyiyi nawu anamushakamini jehi hampúng’a kuji ayujeya hakukinkang’ana nakuya cheng’i mumasijoniya,187.6647
44.usfm,,,v 29 amakwawu atongozhokeli nawu kwizhi yesu namwili yujasi ninji yaku wulanji yuma yachijika chachawizha inji kwizhi ayinki atuzwengi yuma mulonga yujasi jiyi wasenjelanga fuuba yamali,187.5759
43.usfm,,,v 33 cheliluwu hiyakwambuka ninji petulu hakumwila yesu ninji mwanta chachiwahi chituji kunu tutungi yisolu yisatu chimu cheyeyi chimu chamosi chikwawu chaelizha helukili ninimu mwahoshelangayuku,187.50958
41.usfm,,,v 23 chaneŋiliyi mutembeli akulumpi jawatupristu niakulumpi jawantu hiyakwinza kuji yena hajingi nakutaŋishayi antu nawu eyi welaŋa yumiyi nawantanyi inji nakwinki wanta wakwila yumiyi hinyi,187.4754
45.usfm,,,v 19 chanazhilumuniyi nyunza yitanu nayiyeji mwitung’a jakenani hakuyinka itung’a jawu jiikali wuswana wawu mwahitili nyaka kafwampi neyi nkulakazhi zhiwana nanyaka makumi atanu 450,187.46388
55.usfm,,,v 16 hansang’u iyi antiyilili luwi kulonja mujami nabajika kuluwa yesu klistu amwekeshi mwezhima mwajing’i nakujung’umikayi niikali wakutalilahu antu akumukuhwelelang’a atambuli wumi wahayanyaka,187.338
43.usfm,,,v 8 yikwawu yaholokeleli hamaseki amawahi hiyikukula hiyikusonga yajingi ihebi jimu hiyikwikala nkulakazhi 100 chanahoshiyi yumiyi hakubijika ninji yowu wukweti matu akutiya atiyi,187.26434
41.usfm,,,v 18 nukuyilezha chalala nami iwulu namaseki amba kahita ilanga kajotu hela kamufunda kanyanya nankanshi hikamba kafuma kunshimbuku chinga yyuma yezhima yinalumbuluki jehi,187.24269
47.usfm,,,v 7 mwamonahu jehi ishijika wakalakalang’a hakujifwetang’a yomweni tahinji hela muntu wakuminang’a kwakujima itempa janyivinyu hohu kujiilaku nyikabu nehi hela muntu wajiishang’a nyikoku abuli kunwinaku mayeli,187.21582
41.usfm,,,v 3 henohu owu yujasi wamufukezheli chamweniyi anamuhishi jehi hakubalumuka mumuchima winji hakufuntisha chengi owu mali asiliva makumi asatu 30 kuji akulumpi zhawatupristu nikuji akulumpi,187.18533
47.usfm,,,v 12 hakwinza akwenu anashali yami nukuyila himwantaku nami neyi haji manakwetu wukweti ing’ojinji wabula kukuhwelela niyenowu mumbanja natiyi kuwaha kushakama namfumwinji iyala bayi amuseng’aku,187.01735
60.usfm,,,v 12 enu anakwami mutonju wachikuyu wukutwesha kusong’a maolive hela muvinyu wukutwesha kusong’a mawunju achikuyu tahinji nochu hela menzhi alumpuka hiyakutwesha kubalumuka amawahuku,186.8958
67.usfm,,,v 24 ilanga enu munashali mutiyatila yenu ezhima munabuli kwitezha maanawa munabuli kwiluka yuma yasatana yatenangawu nawu yakunama nukuyila nami hinukuyitwika chisenja chachenguku,186.85373
44.usfm,,,v 5 ami yami muvinyu enu munyitayi muntu washakamanga mujami ninami muji yena jiyi wasonganga nyikabu yaswezha kuvula mulonga chakaji ami himukutwesha kwila hela chuma nichimuku,186.78876
47.usfm,,,v 58 jichi enu anakwetu twakeng’a ikalenu akola mbe chakaji kuswizhewa swezhenu kukalakala mujimu wamwanta mafuku ezhima mulong’a mweluka jehi kukalakala kwenu kumwakabakanang’a muji mwanta hikwamukunkulwayuku,186.66666
67.usfm,,,v 6 hakungila ninji mazu awa alala atela kuyikuhwelela mwanta nzambi yawaspilitu awatuplofwetu natemeshi kangelu alezhi ambunginji yuma yikukenga kwinza swayi,186.6646
45.usfm,,,v 21 nsang’u yeyi yatiyakana jehi anatiyi nawu watang’ishang’a ayujeya ezhima ekala mukachi kawazhentili neyi ambuki namosi nawu wayitang’ishang’a neyi bayi aalamishang’a anyanawu hela kwenja mwaya yizhila yamosuku,186.64917
67.usfm,,,v 19 yikuku yampwembu yanganja ayiwahisha namalola ezhima alema wuseya engi naengi ilola jakusambila jachikuku jajingi jamwekena nikwishinaji too jamuchiyeji jawuzeeli jamuchisatu jawukunju jamuchiwana jaemelalji,186.64767
