sort,book,chapter,verse,es-419,en
197156865,1CO,6,1,"Cuando uno de ustedes tenga un desacuerdo con otro, ¿se atreverá ir a la corte civil ante un juez incrédulo en lugar de ir ante los creyentes?","When one of you has a dispute against another, does he dare to bring a lawsuit before the unrighteous rather than before God's holy people?"
197156866,1CO,6,2,"¿No saben ustedes que los creyentes juzgarán al mundo? Y si ustedes van a juzgar al mundo, ¿no son capaces de resolver asuntos sin importancia?","Do you not know that God's holy people will judge the world? If then you will judge the world, are you not able to settle matters of little importance?"
197156867,1CO,6,3,"¿No saben ustedes que nosotros juzgaremos a los ángeles? ¿Cuánto más, entonces, podremos juzgar asuntos de esta vida?","Do you not know that we will judge the angels? How much more, then, can we judge matters of this life?"
197156868,1CO,6,4,"Si entonces ustedes tienen que hacer juicios que pertenecen a la vida diaria, ¿por qué dejan casos como estos ante aquellos que no tienen posición en la iglesia?","If then you have to make judgments that pertain to daily life, why do you lay such cases as these before those who have no standing in the church?"
197156869,1CO,6,5,Digo esto para su vergüenza. ¿No hay entre ustedes alguien suficientemente sabio para resolver un desacuerdo entre hermanos?,I say this to your shame. Is there no one among you wise enough to settle a dispute between brothers?
197156870,1CO,6,6,"Pero como está establecido, ¡un creyente va a la corte contra otro creyente, y ese caso es llevado ante un juez que es un incrédulo!",But one brother brings a lawsuit against another brother—and this before unbelievers!
197156871,1CO,6,7,El hecho de que haya cualquier desacuerdo entre cristianos ya esto es una derrota para ustedes. ¿Por qué no mejor sufrir el mal? ¿Por qué no mejor permitirnos ser engañados?,The fact that you have lawsuits with one another is already a defeat for you. Why not rather suffer the wrong? Why not rather allow yourselves to be cheated?
197156872,1CO,6,8,"Pero ustedes han agraviado y engañado a otros, ¡y estos son sus propios hermanos!","But you yourselves do wrong and you cheat, and you do this to your own brothers!"
197156873,1CO,6,9,"¿No saben ustedes que los injustos no heredarán el reino de Dios? No crean mentiras. Los sexualmente inmorales, idólatras, adúlteros, hombres prostitutos, aquellos que practican la homosexualidad,","Do you not know that the unrighteous will not inherit the kingdom of God? Do not be deceived: neither the sexually immoral, nor idolaters, nor adulterers, nor men who submit to homosexual acts, nor men who perform homosexual acts,"
197156874,1CO,6,10,"ladrones, los codiciosos, borrachos, calumniadores y estafadores, ninguno de ellos heredará el reino de Dios.","nor thieves, nor the greedy, nor drunkards, nor slanderers, nor swindlers will inherit the kingdom of God."
197156875,1CO,6,11,"Y eso eran algunos de ustedes. Pero han sido limpiados, y han sido santificados, ustedes han sido justificados para con Dios en el nombre del Señor Jesucristo y por el Espíritu de nuestro Dios.","That is what some of you were like. But you have been cleansed, you have been sanctified, you have been justified in the name of the Lord Jesus Christ and by the Spirit of our God."
197156876,1CO,6,12,"""Todo es lícito para mí"", pero no todo es beneficioso. ""Todo es lícito para mí,"" pero yo no seré dominado por nada de ello.","""Everything is lawful for me,"" but not everything is profitable. ""Everything is lawful for me,"" but I will not be mastered by any of them."
197156877,1CO,6,13,"""El alimento es para el estómago, y el estómago para el alimento,"" pero Dios acabará con ambos. El cuerpo no está hecho para la inmoralidad sexual. Sin embargo, el cuerpo es para el Señor, y el Señor proveerá para el cuerpo.","""Food is for the stomach, and the stomach is for food,"" but God will do away with both of them. The body is not intended for sexual immorality. Instead, the body is for the Lord, and the Lord will provide for the body."
197156878,1CO,6,14,"Dios hizo ambos, levantó al Señor y también nos levanta a nosotros por Su poder.",God both raised the Lord and will also raise us up by his power.
197156879,1CO,6,15,¿No saben ustedes que sus cuerpos son miembros de Cristo? ¿Entonces tomaré los miembros de Cristo y los uniré a una prostituta? ¡Que no sea así!,Do you not know that your bodies are members of Christ? Should I then take the members of Christ and join them to a prostitute? May it not be!
197156880,1CO,6,16,"¿No saben ustedes que quien se une a una prostituta viene a ser una carne con ella? Como dice la Escritura: ""LOS DOS SE HARÁN UNA CARNE.""","Do you not know that he who is joined to a prostitute becomes one body with her? As scripture says, ""The two will become one flesh."""
197156881,1CO,6,17,Pero aquel que está unido al Señor viene a ser un espíritu con Él.,But he who is joined to the Lord becomes one spirit with him.
197156882,1CO,6,18,"¡Huyan de la inmoralidad sexual! Cualquier otro pecado que una persona comete está fuera del cuerpo, pero la persona sexualmente inmoral peca contra su propio cuerpo.","Run away from sexual immorality! Every other sin that a person commits is outside the body, but the sexually immoral person sins against his own body."
197156883,1CO,6,19,"¿No saben ustedes que su cuerpo es un templo del Espíritu Santo, quién vive dentro de ustedes y que ustedes recibieron de Dios? ¿Ustedes no saben que ustedes no se pertenecen a ustedes mismos?","Do you not know that your body is a temple of the Holy Spirit, who lives within you, whom you have from God? Do you not know that you are not your own?"
197156884,1CO,6,20,"Pues ustedes fueron comprados con un precio. Por lo tanto, glorifiquen a Dios con su cuerpo.","For you were bought with a price. Therefore glorify God with your body and in your spirit, which belong to God."
197160961,1CO,7,1,"Ahora, respecto a los asuntos que ustedes me escribieron: ""Hay tiempos en los cuales bueno abstenerse de dormir juntos en el matrimonio.""","Now concerning the issues you wrote about: ""It is good for a man not to touch a woman."""
197160962,1CO,7,2,"Pero por causa de las tentaciones, por muchos actos inmorales, cada hombre debe tener su propia esposa y cada mujer debe tener su propio esposo.","But because of temptations for many immoral acts, each man should have his own wife, and each woman should have her own husband."
197160963,1CO,7,3,"El esposo debe dar a la esposa sus derechos conyugales, e igualmente la esposa a su esposo.","The husband should fulfill his duty to have sexual relations with his wife, and in the same way the wife to her husband."
197160964,1CO,7,4,"No es la esposa quien tiene autoridad sobre su propio cuerpo, es el esposo. De igual manera, el esposo no tiene autoridad sobre su propio cuerpo, sino la esposa.","It is not the wife who has authority over her own body, it is the husband. In the same way, the husband does not have authority over his own body, but the wife does."
197160965,1CO,7,5,"No se priven cada uno, excepto por acuerdo mutuo y por un periodo específico de tiempo. Hagan esto para que así ustedes puedan dedicarse a la oración. Entonces ustedes deben unirse otra vez, de manera que Satanás no pueda tentarlos a ustedes por su falta de auto-control.","Do not deprive each other, except by mutual agreement and for a specific period of time. Do this so that you may devote yourselves to prayer. Then you should come together again, so that Satan may not tempt you because of your lack of self-control."
197160966,1CO,7,6,Pero yo les digo estas cosas a ustedes como una concesión y no como un mandato.,But I say these things to you as a concession and not as a command.
197160967,1CO,7,7,"Yo desearía que todos fuesen como yo. Pero cada uno tiene su propio don de Dios. Uno tiene esta clase de don, y otro, otra clase.","I wish that everyone were as I am. But each one has his own gift from God. One has this kind of gift, and another that kind."
197160968,1CO,7,8,"A los solteros y a las viudas, yo les digo que es bueno permanecer sin casarse, como yo.","To the unmarried and to widows I say that it is good for them if they remain unmarried, as I am."
197160969,1CO,7,9,"Pero si no pueden ejercer el auto-control, ellos deben casarse. Pues es mejor para ellos casarse que quemarse con pasión.","But if they cannot exercise self-control, they should marry. For it is better for them to marry than to burn with passion."
197160970,1CO,7,10,"Ahora, a los casados les doy este mandato, no yo, sino el Señor: ""LA ESPOSA NO DEBE SEPARARSE DE SU ESPOSO.""","Now to the married I give this command—not I, but the Lord—the wife should not separate from her husband"
197160971,1CO,7,11,"Pero si ella se separa de su esposo, ella debe permanecer sin casarse o de lo contrario reconciliarse con él. Y, ""EL ESPOSO NO DEBE DIVORCIARSE DE SU ESPOSA.""","(but if she does separate from her husband, she should remain unmarried or else be reconciled to her husband), and the husband should not divorce his wife."
197160972,1CO,7,12,"Pero al resto yo les digo, no el Señor, que, si algún hermano tiene una esposa quien es incrédula y ella está contenta de vivir con él, él no debe divorciarse de ella.","But to the rest I say—I, not the Lord—that if any brother has a wife who is an unbeliever, and if she is content to live with him, he should not divorce her."
197160973,1CO,7,13,"Si una mujer tiene un esposo incrédulo, y él está contento de vivir con ella, ella no debe divorciarse de él.","If a woman has an unbelieving husband, and if he is content to live with her, she should not divorce him."
197160974,1CO,7,14,"Porque el esposo incrédulo es guardado por causa de su esposa, y una esposa incrédula es guardada por su esposo. De otra manera sus hijos serían inmundos, pero de hecho son santos.","For the unbelieving husband is set apart because of his wife, and the unbelieving wife is set apart because of the brother. Otherwise your children would be unclean, but actually they are set apart."
197160975,1CO,7,15,"Pero si el compañero no cristiano se va, déjenlo ir. En esos casos, el hermano o la hermana no está atado a sus votos. Dios nos ha llamado a vivir en paz.","But if the unbeliever departs, let him go. In such cases, the brother or sister is not bound to their vows. God has called us to live in peace."
197160976,1CO,7,16,"Pues, ¿cómo sabes tú, mujer, si salvarás a tu esposo? O ¿cómo sabes tú, hombre, si tú salvarás a tu esposa?","For how do you know, woman, whether you will save your husband? Or how do you know, man, whether you will save your wife?"
197160977,1CO,7,17,"Solo dejen a cada uno vivir la vida que el Señor le haya asignado, cada cual como Dios lo ha llamado. Esta es mi regla en todas las iglesias.","However, as the Lord has given each one his portion, let each one walk as God has called him. This is my rule in all the churches."
197160978,1CO,7,18,¿Fue alguien circuncidado cuando fue llamado a creer? Él no debe tratar de aparentar incircuncisión. ¿Fue alguno incircunciso cuando fue llamado a la fe? Él no debería tratar de ser circuncidado.,Was anyone circumcised when he was called to believe? He should not try to appear uncircumcised. Was anyone uncircumcised when he was called to faith? He should not be circumcised.
197160979,1CO,7,19,Pues no es la circuncisión ni la incircuncisión lo que importa. Lo que importa es obedecer los mandamientos de,For it is neither circumcision nor uncircumcision that matters. What matters is obeying the commandments of God.
197160980,1CO,7,20,Cada uno debe permanecer en el llamado en que estaba cuando Dios lo llamó a creer.,Each one should remain in the calling he was in when God called him to believe.
197160981,1CO,7,21,"¿Eran ustedes esclavos cuando Dios los llamó? No se preocupen por eso. Pero si pueden ser libres, tomen ventaja de esto.","Were you a slave when God called you? Do not be concerned about it. But if you can become free, take advantage of it."
197160982,1CO,7,22,"Pues aquel quien fue llamado por el Señor como un esclavo, es hombre libre del Señor. De igual manera quien era libre cuando fue llamado a creer es esclavo de Cristo.","For someone who is called by the Lord as a slave is the Lord's freeman. In the same way, the one who was free when he was called to believe is Christ's slave."
197160983,1CO,7,23,"Ustedes han sido comprados con un precio, así que no se hagan esclavos de los hombres.","You have been bought with a price, so do not become slaves of men."
197160984,1CO,7,24,"Hermanos, en la vida que cada uno de nosotros estábamos cuando fuimos llamados a creer, permanezcamos así.","Brothers, in whatever situation he was in when he was called, let each one remain with God in that."
197160985,1CO,7,25,"Ahora, en cuanto a esos quienes nunca se casaron, yo no tengo mandamiento del Señor. Pero yo doy mi opinión como uno quien, por la misericordia del Señor, es confiable.","Now concerning virgins, I have no commandment from the Lord. But I give my opinion as one who, by the Lord's mercy, is trustworthy."
197160986,1CO,7,26,"Por lo tanto, yo pienso que, debido a la crisis inminente, es bueno para el hombre permanecer como él está.","Therefore, I think that because of the disaster that is coming, it is good for a man to remain as he is."
197160987,1CO,7,27,¿Estás tú atado a una mujer? No busquen quedar libre de ella. ¿Estás libre de una esposa? No busques una esposa.,"Are you bound to a wife? Do not seek a divorce. If you are free of a wife, do not seek a wife."
197160988,1CO,7,28,"Pero si te casas, tú no has cometido un pecado. Y si una mujer soltera se casa, ella no ha cometido pecado. Sin embargo, aquellos quienes se casen tendrán muchos tipos de problemas mientras vivan, y me gustaría librarlos de ellos.","But if you do marry, you have not sinned, and if a virgin marries, she has not sinned. But those who do will have many kinds of fleshly trouble, and I want to spare you from this."
197160989,1CO,7,29,"Pero esto digo, hermanos: El tiempo es corto. De ahora en adelante, dejen que aquellos que tienen esposas vivan como si no tuvieran ninguna.","But this I say, brothers: The time is short. From now on, let those who have wives live as though they had none."
197160990,1CO,7,30,"Esos quienes lloran, deberían actuar como si no estuvieran llorando; y aquellos quienes se regocijan como si no se regocijaran; y aquellos quienes compraron cualquier cosa, como si no poseyeran nada.","Those who weep should act as though they were not weeping, and those who rejoice as though they were not rejoicing, and those who buy as though they did not possess anything,"
197160991,1CO,7,31,"Y aquellos quienes hacen uso del mundo, no deben actuar como si estuvieran haciendo uso total de él, pues el sistema de este mundo está llegando a su fin.",and those who use the world should not act as though they are using it to the full. For the world in its present form is coming to an end.
197160992,1CO,7,32,"A mí me gustaría que ustedes sean libres de preocupaciones. El hombre no casado está preocupado de las cosas del Señor, como complacerle a Él.","I would like you to be free from worries. The unmarried man is concerned about the things of the Lord, how to please him."
197160993,1CO,7,33,"Pero el hombre casado está preocupado con las cosas de este mundo, y en como complacer a su esposa.","But the married man is concerned about the things of the world, how to please his wife—"
197160994,1CO,7,34,"Él está dividido. La mujer que no está casada o la virgen está preocupada por las cosas del Señor, como ser guardada en cuerpo y en espíritu. Pero la mujer casada también está preocupada de las cosas del mundo, en como complacer a su esposo.","he is divided. The unmarried woman or the virgin is concerned about the things of the Lord, how to be set apart in body and in spirit. But the married woman is concerned about the things of the world, how to please her husband."
197160995,1CO,7,35,"Yo digo esto para su propio beneficio, y no para ponerles ninguna restricción sobre ustedes. Yo digo esto por lo que es correcto, para que así sean devotos al Señor sin ninguna distracción.","I say this for your own benefit, and not to put any constraint on you. I say this for what is right, so that you may be devoted to the Lord without any distraction."
197160996,1CO,7,36,"Pero si un hombre piensa que está actuando impropio hacia su prometida ya que a ella se le está pasando su juventud, y si tiene que ser así, déjenlo hacer lo que el deseé, el no pecará. Que ella se case.",But if anyone thinks that he is not treating his virgin with respect—if she is beyond the age of marriage and it must be so—he should do what he wants. He is not sinning. They should marry.
197160997,1CO,7,37,"Pero aquel que permanece firme en su corazón, que no está bajo ninguna restricción, sino que tiene autoridad sobre su propia voluntad, ha decidido esto en su propio corazón, mantener a su propia hija virgen, él hará bien.","But if he is standing firm in his heart, if he is not under pressure but can control his own will, and if he has decided in his own heart to do this, to keep his own a virgin, he will do well."
197160998,1CO,7,38,"Así que ambos, aquel que da a su hija virgen en matrimonio hace bien y aquel que no la da en matrimonio hará mejor.","So the one who marries his virgin does well, and the one who chooses not to marry will do even better."
197160999,1CO,7,39,"Una mujer está unida a su esposo mientras él viva. Pero si su esposo muere, ella es libre de casarse con cualquiera que ella desee casarse, pero sólo en el Señor.","A woman is bound to her husband while he lives. But if her husband dies, she is free to marry anyone she wishes, but only in the Lord."
197161000,1CO,7,40,"Sin embargo, a mi juicio ella sería más feliz si se quedara sola como está. Y yo creo que yo también tengo el Espíritu de Dios.",Yet in my judgment she would be happier if she lives as she is. And I think that I also have the Spirit of God.
197165057,1CO,8,1,"Ahora, sobre los alimentos sacrificados a los ídolos: Nosotros sabemos que ""nosotros tenemos el conocimiento."" El conocimiento envanece, pero el amor edifica.","Now concerning food sacrificed to idols: We know that we all have knowledge. Knowledge puffs up, but love builds up."
197165058,1CO,8,2,"Si cualquiera piensa que él conoce algo, esa persona todavía no conoce como debería conocer.","If anyone thinks he knows something, that person does not yet know as he should know."
197165059,1CO,8,3,"Pero si alguien ama a Dios, esa persona es conocido por Él.","But if anyone loves God, that person is known by him."
197165060,1CO,8,4,"Así que acerca de comer comida sacrificada a ídolos: nosotros sabemos que ""un ídolo en este mundo no es nada"" y que ""no hay Dios, sino, uno.""","Therefore, concerning the eating of food sacrificed to idols: We know that an idol in this world is nothing and that there is no God but one."
197165061,1CO,8,5,"Pues tal vez los llamados dioses existen, ya sea en el cielo o en la tierra, así como hay muchos ""dioses"" y ""señores"",","For even if there were so-called gods, either in heaven or on earth (just as there are many ""gods"" and many ""lords""),"
197165062,1CO,8,6,"Sin embargo para nosotros, ""hay un solo Dios el Padre, de Él son todas las cosas, y por quien nosotros vivimos, y un Señor Jesucristo, mediante el cual todas las cosas existen, y mediante quien nosotros existimos.""","yet for us there is only one God, the Father, from whom are all things and for whom we live, and one Lord Jesus Christ, through whom all things exist, and through whom we exist."
197165063,1CO,8,7,"Sin embargo, este conocimiento no está en todos. En cambio, algunos previamente practicaron adoración a ídolos, y ellos comieron esta comida como si fuera algo sacrificado a un ídolo. Su conciencia es de este modo contaminada porque es débil.","However, this knowledge is not in everyone. Instead, some previously practiced idol worship, and they eat this food as if it were something sacrificed to an idol. Their conscience is thereby defiled because it is weak."
197165064,1CO,8,8,"Pero la comida no nos presentará a nosotros a Dios. Nosotros no somos peor si no comemos, ni mejor si comemos.","But food will not present us to God. We are not worse if we do not eat, nor better if we do eat it."
197165065,1CO,8,9,Pero tengan cuidado de que su libertad no se convierta en una razón para que alguien quien es débil en la fe tropiece.,But take care that your freedom does not become a reason for someone who is weak in faith to stumble.
197165066,1CO,8,10,"Pues supongan que alguien los ve, quien tiene conocimiento, comiendo una comida en el templo de un ídolo. ¿No es su débil conciencia motivada a comer lo que fue ofrecido a los ídolos?","For suppose that someone sees you, who have knowledge, eating a meal in an idol's temple. Is not his weak conscience emboldened to eat what is offered to idols?"
197165067,1CO,8,11,"Pero por causa de tu entendimiento acerca de la verdadera naturaleza de los ídolos, los débiles, el hermano por quien Cristo murió, se perderá.","So because of your understanding about the true nature of idols, the weaker one, the brother for whom Christ died, is destroyed."
197165068,1CO,8,12,"Y así, cuando ustedes pecan contra sus hermanos y hieren sus débiles conciencias, ustedes pecan contra Cristo.","Thus, when you sin against your brothers and wound their weak consciences, you sin against Christ."
197165069,1CO,8,13,"Por lo tanto, si la comida causa que mi hermano tropiece, nunca comeré carne de nuevo, para que yo no cause que mi hermano caiga.","Therefore, if food causes my brother to stumble, I will never eat meat again, so that I may not cause my brother to fall."
197169153,1CO,9,1,¿No soy yo libre? ¿No soy yo un apóstol? ¿No he visto yo a Jesús nuestro Señor? ¿No son ustedes mi mano de obra en el Señor?,Am I not free? Am I not an apostle? Have I not seen Jesus our Lord? Are you not my work in the Lord?
197169154,1CO,9,2,"Si yo no soy un apóstol a otros, al menos lo soy para ustedes. Pues ustedes son la prueba de mi apostolado en el Señor.","If I am not an apostle to others, at least I am to you. For you are the seal of my apostleship in the Lord."
197169155,1CO,9,3,Esta es mi defensa contra aquellos que me examinan:,This is my defense to those who examine me:
197169156,1CO,9,4,¿No tenemos nosotros el derecho a comer y beber?,Do we not have the right to eat and drink?
197169157,1CO,9,5,"¿No tenemos nosotros el derecho para tomar con nosotros a una esposa que sea una creyente, como hacen el resto de los apóstoles y los hermanos del Señor, y Cefas?","Do we not have the right to take along a wife who is a believer, as do the rest of the apostles, and the brothers of the Lord, and Cephas?"
197169158,1CO,9,6,¿O sólo somos Bernabé y yo quienes tienen trabajar?,Or do only I and Barnabas not have the right to not work at a trade?
197169159,1CO,9,7,¿Quién sirve como un soldado a expensa propia? ¿Quién planta una viña y no come su fruto? ¿O quién cuida un rebaño y no bebe leche de él?,Who serves as a soldier at his own expense? Who plants a vineyard and does not eat its fruit? Or who shepherds a flock and does not drink milk from it?
197169160,1CO,9,8,¿Digo yo estas cosas basado en autoridad humana? ¿No dice también esto la ley?,Do I say these things based on human authority? Does not the law also say this?
197169161,1CO,9,9,"Pues está escrito en la Ley de Moisés: ""NO PONGAS BOZAL AL BUEY CUANDO ESTÁ PISANDO EL GRANO."" ¿Es realmente de los bueyes de lo que Dios tiene cuidado?","For it is written in the law of Moses, ""Do not put a muzzle on an ox when it is threshing the grain."" Is it really the oxen that God cares about?"
197169162,1CO,9,10,"¿No está Él hablando de nosotros? Esto fue escrito para nosotros, porque el que ara debe arar en esperanza, y el que desgrana debe desgranar en la expectativa de compartir en la cosecha.","Is he not speaking about us? It was written for us, because the one who plows should plow in hope, and the one who threshes should thresh in the hope of sharing in the harvest."
197169163,1CO,9,11,"Si nosotros sembramos cosas espirituales entre ustedes, ¿es demasiado para nosotros que cosechemos cosas materiales de ustedes?","If we sowed spiritual things among you, is it too much for us to reap physical things from you?"
197169164,1CO,9,12,"Si otros ejercieron este derecho sobre ustedes, ¿no tenemos nosotros aun más? Sin embargo, nosotros no reclamamos este derecho. En su lugar, soportamos todo antes que ser estorbo para el evangelio de Cristo.","If others exercised this right from you, do we not have even more? But we did not claim this right. Instead we endured everything rather than be a hindrance to the gospel of Christ."
197169165,1CO,9,13,¿No saben ustedes que aquellos que sirven en el templo obtienen su alimento del templo? ¿No saben ustedes que aquellos que sirven en el altar comparten de lo que se ofrece en el altar?,Do you not know that those who perform sacred duties get their food from the temple? Do you not know that those who serve at the altar share in what is offered on the altar?
197169166,1CO,9,14,"De la misma manera, el Señor ordenó que aquellos que proclaman el evangelio deben recibir su sustento del evangelio.","In the same way, the Lord commanded that those who proclaim the gospel should get their living from the gospel."
197169167,1CO,9,15,Pero yo no he reclamado ninguno de estos derechos. Y no escribo esto para que se haga algo por mí. Yo preferiría morir a que cualquiera me prive a mí de este alarde.,But I have not claimed any of these rights. And I do not write this so something might be done for me. It would be better for me to die than—No one will make my boast empty!
197169168,1CO,9,16,"Porque si predico el evangelio, no tengo razón para hablar con orgullo, porque yo tengo que hacer esto. ¡Ay de mí si yo no predico el evangelio!","For if I preach the gospel, I have no reason for boasting, because I must do this. And woe be to me if I do not preach the gospel!"
197169169,1CO,9,17,"Pues si yo hago esto con agrado, yo tengo una recompensa. Pero si lo hago sin agrado, yo aún tengo una responsabilidad que me fue confiada a mí.","For if I do this willingly, I have a reward. But if not willingly, I still have a stewardship that was entrusted to me."
197169170,1CO,9,18,"¿Cuál, entonces, es mi recompensa? Que cuando yo predique, yo pueda ofrecer el evangelio sin recibir paga y así no hacer pleno uso de mi derecho en el evangelio.","What then is my reward? That when I preach, I may offer the gospel without charge and so not take full use of my right in the gospel."
197169171,1CO,9,19,"Pues, aunque yo soy libre de todos, yo me hice un servidor de todos, a fin de que yo pueda ganar a más personas.","For though I am free from all, I became a servant to all, in order that I might win more."
197169172,1CO,9,20,"A los Judíos me hice como un Judío, a fin de ganar a Judíos. A aquellos bajo la Ley, me hice como uno bajo la Ley, a fin de ganar a aquellos bajo la Ley. Yo hice esto aunque yo mismo no estaba bajo la ley.","To the Jews I became like a Jew, in order to win Jews. To those under the law, I became like one under the law in order to win those under the law. I did this even though I myself was not under the law. "
197169173,1CO,9,21,"Para aquellos fuera de la Ley, me hice como uno fuera de la Ley, aunque yo mismo no estaba fuera de la Ley de Dios, sino bajo la ley de Cristo. Yo hice esto para poder ganar a aquellos fuera de la Ley.","To those outside the law, I became like one outside the law, although I was not outside the law of God myself, but under the law of Christ. I did this so that I may win those outside the law."
197169174,1CO,9,22,"A los débiles me hice débil, para que yo pueda ganar a los débiles. Yo me he hecho todas las cosas para toda la gente, para poder por todos los medios salvar a algunos.","To the weak I became weak, so that I may win the weak. I have become all things to all people, so that I may by all means save some."
197169175,1CO,9,23,"Yo hago todas las cosas por motivo del evangelio, para poder participar en sus bendiciones.","I do all things for the gospel's sake, so that I may participate in its blessings."
197169176,1CO,9,24,"¿No saben ustedes que en una carrera todos los corredores corren la carrera, pero sólo uno recibe el premio? Así que corran para ganar el premio.","Do you not know that in a race all the runners run the race, but that only one receives the prize? So run to win the prize."
197169177,1CO,9,25,"Un atleta ejercita dominio propio en todo su entrenamiento. Ellos lo hacen para recibir una corona que es perecedera, pero nosotros corremos para poder recibir una corona imperecedera.","Every athlete exercises self-control in all things. They do it to receive a wreath that is perishable, but we do it to receive one that is imperishable."
197169178,1CO,9,26,"Por lo tanto, yo no corro sin propósito, ni peleo golpeando el aire.","Therefore this is how I run, as not without purpose; this is how I box, not as one beating the air."
197169179,1CO,9,27,"Someto mi cuerpo y lo hago un esclavo, para que después que haya predicado a otros, yo mismo no sea descalificado.","But I subdue my body and make it a slave, so that after I have preached to others, I myself may not be disqualified."
197173249,1CO,10,1,"Quiero que sepan, hermanos, que nuestros padres estuvieron todos bajo la nube y todos pasaron a través del mar.","I do not want you to be uninformed, brothers, that our fathers were all under the cloud and all passed through the sea."
197173250,1CO,10,2,"Todos fueron bautizados en Moisés en la nube y en el mar,","All were baptized into Moses in the cloud and in the sea,"
197173251,1CO,10,3,y todos comieron la misma comida espiritual.,and all ate the same spiritual food.
197173252,1CO,10,4,"Todos bebieron la misma bebida espiritual. Porque ellos tomaron de una roca espiritual que los siguió, y esa roca era Cristo.","All drank the same spiritual drink. For they drank from a spiritual rock that followed them, and that rock was Christ."
197173253,1CO,10,5,"Pero Dios no estaba muy complacido con la mayoría de ellos, y sus cadáveres fueron dispersos en el desierto.","But God was not well pleased with most of them, and their corpses were scattered about in the wilderness."
197173254,1CO,10,6,"Ahora estas cosas eran ejemplo para nosotros, para que no añoráramos las cosas malas, como ellos hicieron.","Now these things were examples for us, so we would not be those who lust for evil things as they lusted."
197173255,1CO,10,7,"No sean idólatras, así como algunos de ellos fueron. Esto es como está escrito: "" LA GENTE SE SENTÓ PARA COMER Y BEBER, Y SE LEVANTÓ PARA JUGAR.""","Do not be idolaters, as some of them were. This is as it is written: ""The people sat down to eat and drink, and rose up to play."""
197173256,1CO,10,8,"No cometamos inmoralidad sexual, como muchos de ellos lo hicieron. En un día veintitrés mil personas murieron por causa de ello.","Let us not commit sexual immorality, as many of them did. In one day, twenty-three thousand people died because of it."
197173257,1CO,10,9,"Tampoco pongamos a Cristo a prueba, como muchos de ellos hicieron y fueron destruidos por serpientes.","Neither let us put Christ to the test, as many of them tested him and were destroyed by snakes."
197173258,1CO,10,10,"Además, no murmuren, como muchos de ellos lo hicieron, y fueron destruidos por el ángel de la muerte.","Also do not grumble, as many of them did and were destroyed by an angel of death."
197173259,1CO,10,11,"Ahora, estas cosas les sucedieron a ellos como ejemplo para nosotros. Fueron escritas para nuestra instrucción, para nosotros, sobre quienes el fin de los tiempos ha venido.",Now these things happened to them as examples for us. They were written for our instruction—for us on whom the end of the ages has come.
197173260,1CO,10,12,"Por lo tanto, que todo el que piensa que está de pie tenga cuidado de que no se caiga.",Therefore let anyone who thinks he stands be careful that he does not fall.
197173261,1CO,10,13,"Ninguna tentación les ha sobrevenido a ustedes que no sea común a toda la humanidad. En cambio, Dios es fiel. Él no dejará que ustedes sean tentados más allá de su habilidad. Con la tentación, Él también proveerá la manera de escapar, para que ustedes puedan ser capaces de soportarla.","No temptation has overtaken you that is not common to all humanity. Instead, God is faithful. He will not let you be tempted beyond your ability. With the temptation he will also provide the way of escape, so that you may be able to endure it."
197173262,1CO,10,14,"Por lo tanto, mis amados, huyan de la idolatría.","Therefore, my beloved ones, run away from idolatry."
197173263,1CO,10,15,"Yo les hablo como gente pensante, para que puedan juzgar lo que digo.","I speak to you as people who have understanding, so you may judge what I say."
197173264,1CO,10,16,"La copa de bendición que nosotros bendecimos, ¿no es un compartir en la sangre de Cristo? El pan que partimos, ¿no es un compartir en el cuerpo de Cristo?","The cup of blessing that we bless, is it not a sharing in the blood of Christ? The bread that we break, is it not a sharing in the body of Christ?"
197173265,1CO,10,17,"Porque debido a que hay una hogaza de pan, nosotros, que somos muchos, somos un cuerpo. Nosotros todos tomamos de la hogaza de pan juntos.","Because there is one loaf of bread, we who are many are one body. We all take of one loaf of bread together."
197173266,1CO,10,18,Miren a la gente de Israel: ¿no son ellos quienes comen los sacrificios y participan en el altar?,Look at the Israel that is according to the flesh. Are not those who eat the sacrifices participants in the altar?
197173267,1CO,10,19,¿Qué estoy diciendo entonces? ¿Que un ídolo es algo? ¿O que la comida sacrificada a un ídolo es algo?,What am I saying then? That an idol is anything? Or that food sacrificed to an idol is anything?
197173268,1CO,10,20,"Pero yo digo acerca de las cosas que los gentiles paganos sacrifican, que ellos ofrecen estas cosas a demonios y no a Dios. ¡Yo no quiero que ustedes sean partícipes con demonios!","But I say about the things they sacrifice, that they offer these things to demons and not to God. I do not want you to be participants with demons!"
197173269,1CO,10,21,Ustedes no pueden beber la copa del Señor y la copa de los demonios. Ustedes no pueden tener compañerismo en la mesa del Señor y en la mesa de los demonios.,You cannot drink the cup of the Lord and the cup of demons. You cannot participate at the table of the Lord and the table of demons.
197173270,1CO,10,22,¿O provocamos nosotros al Señor a celos? ¿Somos más fuertes de lo que Él es?,Or do we provoke the Lord to jealousy? Are we stronger than he is?
197173271,1CO,10,23,"Todo es legal, pero no todo es beneficioso. Todo es legal, pero no todo edifica a la gente.","""Everything is lawful,"" but not everything is profitable. ""Everything is lawful,"" but not everything builds people up."
